dat_iniciosemana;dat_fimsemana;nom_usina;val_cvu
30/12/2023;05/01/2024;JARAQUI;0.00
30/12/2023;05/01/2024;TAMBAQUI;0.00
30/12/2023;05/01/2024;MANAUARA;0.00
30/12/2023;05/01/2024;C. ROCHA;0.00
30/12/2023;05/01/2024;PONTA NEGR;0.00
30/12/2023;05/01/2024;UTE MAUA 3;90.53
30/12/2023;05/01/2024;APARECIDA;90.53
30/12/2023;05/01/2024;MARANHAO3;105.87
30/12/2023;05/01/2024;PARNAIB_IV;151.69
30/12/2023;05/01/2024;MARANHAO V;160.27
30/12/2023;05/01/2024;MARANHAOIV;160.27
30/12/2023;05/01/2024;PARNAIBA_V;196.74
30/12/2023;05/01/2024;N.VENECIA2;286.88
30/12/2023;05/01/2024;P. ITAQUI;344.68
30/12/2023;05/01/2024;GERAMAR1;1020.40
30/12/2023;05/01/2024;GERAMAR2;1020.40
30/12/2023;05/01/2024;ERB CANDEI;108.45
30/12/2023;05/01/2024;PROSPERIDA;204.55
30/12/2023;05/01/2024;PROSP_III;208.41
30/12/2023;05/01/2024;TERMOPE;233.52
30/12/2023;05/01/2024;PSERGIPE I;344.73
30/12/2023;05/01/2024;P.PECEM1;346.06
30/12/2023;05/01/2024;P.PECEM2;352.39
30/12/2023;05/01/2024;PROSP_II;371.90
30/12/2023;05/01/2024;JS_PEREIRA;450.86
30/12/2023;05/01/2024;SYKUE I;510.12
30/12/2023;05/01/2024;TERMOCEARA;567.83
30/12/2023;05/01/2024;C.FURTADO;778.11
30/12/2023;05/01/2024;PERNAMBU_3;876.41
30/12/2023;05/01/2024;MURICY;989.46
30/12/2023;05/01/2024;BAHIA_1;989.66
30/12/2023;05/01/2024;AREMBEPE;989.96
30/12/2023;05/01/2024;MARACANAU;990.46
30/12/2023;05/01/2024;TERMOCABO;1008.00
30/12/2023;05/01/2024;TERMONE;1013.19
30/12/2023;05/01/2024;TERMOPB;1013.19
30/12/2023;05/01/2024;CAMPINA_GR;1020.44
30/12/2023;05/01/2024;SUAPE II;1038.29
30/12/2023;05/01/2024;GLOBAL I;1156.69
30/12/2023;05/01/2024;GLOBAL II;1156.69
30/12/2023;05/01/2024;PETROLINA;1888.33
30/12/2023;05/01/2024;POTIGUAR_3;2313.25
30/12/2023;05/01/2024;POTIGUAR;2313.27
30/12/2023;05/01/2024;TERMOMANAU;2752.20
30/12/2023;05/01/2024;PAU FERRO;2752.20
30/12/2023;05/01/2024;URUGUAIANA;0.00
30/12/2023;05/01/2024;PAMPA SUL;86.15
30/12/2023;05/01/2024;CANDIOTA_3;108.24
30/12/2023;05/01/2024;SAO SEPE;108.38
30/12/2023;05/01/2024;J.LACER. C;311.53
30/12/2023;05/01/2024;FIGUEIRA;330.64
30/12/2023;05/01/2024;J.LACER. B;362.67
30/12/2023;05/01/2024;J.LAC. A2;372.62
30/12/2023;05/01/2024;MADEIRA;387.30
30/12/2023;05/01/2024;J.LAC. A1;434.59
30/12/2023;05/01/2024;B.BONITA I;742.99
30/12/2023;05/01/2024;S.TIARAJU;1221.27
30/12/2023;05/01/2024;ARAUCARIA;2305.34
30/12/2023;05/01/2024;ATLAN_CSA;0.00
30/12/2023;05/01/2024;GOIANIA 2;0.00
30/12/2023;05/01/2024;CUIABA CC;0.00
30/12/2023;05/01/2024;W.ARJONA O;0.00
30/12/2023;05/01/2024;DAIA;0.00
30/12/2023;05/01/2024;ANGRA 2;20.12
30/12/2023;05/01/2024;ANGRA 1;31.17
30/12/2023;05/01/2024;NORTEFLU 1;101.20
30/12/2023;05/01/2024;NORTEFLU 2;118.40
30/12/2023;05/01/2024;O.PINTADA;138.91
30/12/2023;05/01/2024;UTE STA VI;150.06
30/12/2023;05/01/2024;M.AZUL;152.79
30/12/2023;05/01/2024;BAIXADA FL;168.73
30/12/2023;05/01/2024;SANTA CRUZ;171.87
30/12/2023;05/01/2024;NORTEFLU 3;225.44
30/12/2023;05/01/2024;ATLANTICO;240.71
30/12/2023;05/01/2024;LUIZORMELO;256.08
30/12/2023;05/01/2024;ST.CRUZ 34;310.41
30/12/2023;05/01/2024;UTE GNA I;323.62
30/12/2023;05/01/2024;TERMORIO;389.17
30/12/2023;05/01/2024;CUBATAO;417.74
30/12/2023;05/01/2024;PIRAT.12 O;470.34
30/12/2023;05/01/2024;NORTEFLU 4;677.30
30/12/2023;05/01/2024;AUR.CHAVES;744.34
30/12/2023;05/01/2024;TRES LAGOA;858.41
30/12/2023;05/01/2024;M.LAGO;909.05
30/12/2023;05/01/2024;FGASPARIAN;957.44
30/12/2023;05/01/2024;KARKEY 013;1010.63
30/12/2023;05/01/2024;KARKEY 019;1010.63
30/12/2023;05/01/2024;VIANA;1020.43
30/12/2023;05/01/2024;SEROPEDICA;1040.72
30/12/2023;05/01/2024;JUIZ DE FO;1067.95
30/12/2023;05/01/2024;PORSUD II;1157.28
30/12/2023;05/01/2024;PORSUD I;1161.33
30/12/2023;05/01/2024;W.ARJONA;1413.22
30/12/2023;05/01/2024;MPPAULINIA;1440.32
30/12/2023;05/01/2024;LORM_PCS;1483.65
30/12/2023;05/01/2024;VIANA I;1483.65
30/12/2023;05/01/2024;POVOACAO I;1483.65
30/12/2023;05/01/2024;PALMEIR_GO;1729.19
30/12/2023;05/01/2024;TNORTE 2;2997.89
30/12/2023;05/01/2024;XAVANTES;3681.59
06/01/2024;12/01/2024;C. ROCHA;0.00
06/01/2024;12/01/2024;TAMBAQUI;0.00
06/01/2024;12/01/2024;JARAQUI;0.00
06/01/2024;12/01/2024;MANAUARA;0.00
06/01/2024;12/01/2024;PONTA NEGR;0.00
06/01/2024;12/01/2024;APARECIDA;90.53
06/01/2024;12/01/2024;UTE MAUA 3;90.53
06/01/2024;12/01/2024;MARANHAO3;105.87
06/01/2024;12/01/2024;PARNAIB_IV;151.69
06/01/2024;12/01/2024;MARANHAO V;160.27
06/01/2024;12/01/2024;MARANHAOIV;160.27
06/01/2024;12/01/2024;PARNAIBA_V;196.74
06/01/2024;12/01/2024;N.VENECIA2;286.88
06/01/2024;12/01/2024;P. ITAQUI;344.68
06/01/2024;12/01/2024;GERAMAR1;1020.40
06/01/2024;12/01/2024;GERAMAR2;1020.40
06/01/2024;12/01/2024;POTIGUAR;0.00
06/01/2024;12/01/2024;PETROLINA;0.00
06/01/2024;12/01/2024;POTIGUAR_3;0.00
06/01/2024;12/01/2024;ERB CANDEI;108.45
06/01/2024;12/01/2024;PROSPERIDA;204.55
06/01/2024;12/01/2024;PROSP_III;208.41
06/01/2024;12/01/2024;TERMOPE;233.52
06/01/2024;12/01/2024;PSERGIPE I;344.73
06/01/2024;12/01/2024;P.PECEM1;346.06
06/01/2024;12/01/2024;P.PECEM2;352.39
06/01/2024;12/01/2024;PROSP_II;371.90
06/01/2024;12/01/2024;JS_PEREIRA;450.86
06/01/2024;12/01/2024;SYKUE I;510.12
06/01/2024;12/01/2024;TERMOCEARA;567.83
06/01/2024;12/01/2024;C.FURTADO;778.11
06/01/2024;12/01/2024;PERNAMBU_3;876.41
06/01/2024;12/01/2024;MARACANAU;990.46
06/01/2024;12/01/2024;TERMOCABO;1008.00
06/01/2024;12/01/2024;TERMONE;1013.19
06/01/2024;12/01/2024;TERMOPB;1013.19
06/01/2024;12/01/2024;CAMPINA_GR;1020.44
06/01/2024;12/01/2024;SUAPE II;1038.29
06/01/2024;12/01/2024;GLOBAL I;1156.69
06/01/2024;12/01/2024;GLOBAL II;1156.69
06/01/2024;12/01/2024;BAHIA_1;1436.65
06/01/2024;12/01/2024;URUGUAIANA;0.00
06/01/2024;12/01/2024;MADEIRA;0.00
06/01/2024;12/01/2024;PAMPA SUL;86.15
06/01/2024;12/01/2024;CANDIOTA_3;108.24
06/01/2024;12/01/2024;SAO SEPE;108.38
06/01/2024;12/01/2024;J.LACER. C;311.53
06/01/2024;12/01/2024;FIGUEIRA;330.64
06/01/2024;12/01/2024;J.LACER. B;362.67
06/01/2024;12/01/2024;J.LAC. A2;372.62
06/01/2024;12/01/2024;J.LAC. A1;434.59
06/01/2024;12/01/2024;B.BONITA I;742.99
06/01/2024;12/01/2024;S.TIARAJU;1221.27
06/01/2024;12/01/2024;ARAUCARIA;2305.34
06/01/2024;12/01/2024;ATLAN_CSA;0.00
06/01/2024;12/01/2024;DAIA;0.00
06/01/2024;12/01/2024;XAVANTES;0.00
06/01/2024;12/01/2024;W.ARJONA O;0.00
06/01/2024;12/01/2024;CUIABA CC;0.00
06/01/2024;12/01/2024;ANGRA 2;20.12
06/01/2024;12/01/2024;ANGRA 1;31.17
06/01/2024;12/01/2024;NORTEFLU 1;101.20
06/01/2024;12/01/2024;NORTEFLU 2;118.40
06/01/2024;12/01/2024;O.PINTADA;138.91
06/01/2024;12/01/2024;UTE STA VI;150.06
06/01/2024;12/01/2024;M.AZUL;152.79
06/01/2024;12/01/2024;BAIXADA FL;168.73
06/01/2024;12/01/2024;SANTA CRUZ;171.87
06/01/2024;12/01/2024;NORTEFLU 3;225.44
06/01/2024;12/01/2024;ATLANTICO;240.71
06/01/2024;12/01/2024;LUIZORMELO;256.08
06/01/2024;12/01/2024;ST.CRUZ 34;310.41
06/01/2024;12/01/2024;UTE GNA I;323.62
06/01/2024;12/01/2024;TERMORIO;389.17
06/01/2024;12/01/2024;CUBATAO;417.74
06/01/2024;12/01/2024;PIRAT.12 O;470.34
06/01/2024;12/01/2024;NORTEFLU 4;677.30
06/01/2024;12/01/2024;AUR.CHAVES;744.34
06/01/2024;12/01/2024;TRES LAGOA;858.41
06/01/2024;12/01/2024;M.LAGO;909.05
06/01/2024;12/01/2024;FGASPARIAN;957.44
06/01/2024;12/01/2024;KARKEY 019;1010.63
06/01/2024;12/01/2024;KARKEY 013;1010.63
06/01/2024;12/01/2024;VIANA;1020.43
06/01/2024;12/01/2024;SEROPEDICA;1040.72
06/01/2024;12/01/2024;JUIZ DE FO;1067.95
06/01/2024;12/01/2024;PORSUD II;1157.28
06/01/2024;12/01/2024;PORSUD I;1161.33
06/01/2024;12/01/2024;W.ARJONA;1413.22
06/01/2024;12/01/2024;MPPAULINIA;1440.32
06/01/2024;12/01/2024;VIANA I;1483.65
06/01/2024;12/01/2024;LORM_PCS;1483.65
06/01/2024;12/01/2024;POVOACAO I;1483.65
06/01/2024;12/01/2024;PALMEIR_GO;1729.19
06/01/2024;12/01/2024;TNORTE 2;2997.89
13/01/2024;19/01/2024;C. ROCHA;0.00
13/01/2024;19/01/2024;JARAQUI;0.00
13/01/2024;19/01/2024;MANAUARA;0.00
13/01/2024;19/01/2024;TAMBAQUI;0.00
13/01/2024;19/01/2024;PONTA NEGR;0.00
13/01/2024;19/01/2024;UTE MAUA 3;88.60
13/01/2024;19/01/2024;APARECIDA;88.60
13/01/2024;19/01/2024;MARANHAO3;105.87
13/01/2024;19/01/2024;PARNAIB_IV;151.69
13/01/2024;19/01/2024;MARANHAOIV;155.67
13/01/2024;19/01/2024;MARANHAO V;155.67
13/01/2024;19/01/2024;PARNAIBA_V;196.70
13/01/2024;19/01/2024;N.VENECIA2;286.88
13/01/2024;19/01/2024;P. ITAQUI;332.36
13/01/2024;19/01/2024;GERAMAR1;1012.53
13/01/2024;19/01/2024;GERAMAR2;1012.53
13/01/2024;19/01/2024;PETROLINA;0.00
13/01/2024;19/01/2024;POTIGUAR;0.00
13/01/2024;19/01/2024;POTIGUAR_3;0.00
13/01/2024;19/01/2024;ERB CANDEI;108.45
13/01/2024;19/01/2024;PROSPERIDA;204.55
13/01/2024;19/01/2024;PROSP_III;208.41
13/01/2024;19/01/2024;TERMOPE;233.52
13/01/2024;19/01/2024;PROSP_II;306.41
13/01/2024;19/01/2024;PSERGIPE I;325.58
13/01/2024;19/01/2024;P.PECEM1;332.98
13/01/2024;19/01/2024;P.PECEM2;340.01
13/01/2024;19/01/2024;JS_PEREIRA;450.86
13/01/2024;19/01/2024;SYKUE I;510.12
13/01/2024;19/01/2024;TERMOCEARA;567.83
13/01/2024;19/01/2024;C.FURTADO;690.71
13/01/2024;19/01/2024;PERNAMBU_3;869.41
13/01/2024;19/01/2024;MARACANAU;982.67
13/01/2024;19/01/2024;TERMOCABO;1000.23
13/01/2024;19/01/2024;TERMOPB;1005.48
13/01/2024;19/01/2024;TERMONE;1005.48
13/01/2024;19/01/2024;CAMPINA_GR;1012.57
13/01/2024;19/01/2024;SUAPE II;1029.93
13/01/2024;19/01/2024;GLOBAL I;1147.81
13/01/2024;19/01/2024;GLOBAL II;1147.81
13/01/2024;19/01/2024;BAHIA_1;1436.65
13/01/2024;19/01/2024;MADEIRA;0.00
13/01/2024;19/01/2024;URUGUAIANA;0.00
13/01/2024;19/01/2024;PAMPA SUL;86.15
13/01/2024;19/01/2024;CANDIOTA_3;108.24
13/01/2024;19/01/2024;SAO SEPE;108.38
13/01/2024;19/01/2024;J.LACER. C;311.53
13/01/2024;19/01/2024;FIGUEIRA;330.64
13/01/2024;19/01/2024;J.LACER. B;362.67
13/01/2024;19/01/2024;J.LAC. A2;372.62
13/01/2024;19/01/2024;J.LAC. A1;434.59
13/01/2024;19/01/2024;B.BONITA I;742.99
13/01/2024;19/01/2024;S.TIARAJU;1234.63
13/01/2024;19/01/2024;ARAUCARIA;2305.34
13/01/2024;19/01/2024;ATLAN_CSA;0.00
13/01/2024;19/01/2024;DAIA;0.00
13/01/2024;19/01/2024;XAVANTES;0.00
13/01/2024;19/01/2024;CUIABA CC;0.00
13/01/2024;19/01/2024;W.ARJONA O;0.00
13/01/2024;19/01/2024;ANGRA 2;20.12
13/01/2024;19/01/2024;ANGRA 1;31.17
13/01/2024;19/01/2024;NORTEFLU 1;101.20
13/01/2024;19/01/2024;NORTEFLU 2;118.40
13/01/2024;19/01/2024;O.PINTADA;138.91
13/01/2024;19/01/2024;M.AZUL;143.08
13/01/2024;19/01/2024;UTE STA VI;150.06
13/01/2024;19/01/2024;BAIXADA FL;163.68
13/01/2024;19/01/2024;SANTA CRUZ;166.77
13/01/2024;19/01/2024;NORTEFLU 3;225.44
13/01/2024;19/01/2024;ATLANTICO;240.71
13/01/2024;19/01/2024;LUIZORMELO;247.95
13/01/2024;19/01/2024;ST.CRUZ 34;310.41
13/01/2024;19/01/2024;UTE GNA I;313.42
13/01/2024;19/01/2024;TERMORIO;389.17
13/01/2024;19/01/2024;CUBATAO;417.74
13/01/2024;19/01/2024;PIRAT.12 O;470.34
13/01/2024;19/01/2024;AUR.CHAVES;644.64
13/01/2024;19/01/2024;NORTEFLU 4;677.30
13/01/2024;19/01/2024;TRES LAGOA;736.89
13/01/2024;19/01/2024;KARKEY 013;816.51
13/01/2024;19/01/2024;KARKEY 019;816.51
13/01/2024;19/01/2024;FGASPARIAN;842.50
13/01/2024;19/01/2024;SEROPEDICA;898.70
13/01/2024;19/01/2024;M.LAGO;909.05
13/01/2024;19/01/2024;JUIZ DE FO;929.10
13/01/2024;19/01/2024;PORSUD II;946.08
13/01/2024;19/01/2024;PORSUD I;947.36
13/01/2024;19/01/2024;VIANA;1012.55
13/01/2024;19/01/2024;MPPAULINIA;1160.17
13/01/2024;19/01/2024;VIANA I;1185.37
13/01/2024;19/01/2024;LORM_PCS;1185.37
13/01/2024;19/01/2024;POVOACAO I;1185.37
13/01/2024;19/01/2024;W.ARJONA;1413.22
13/01/2024;19/01/2024;PALMEIR_GO;1729.19
13/01/2024;19/01/2024;TNORTE 2;2997.89
20/01/2024;26/01/2024;C. ROCHA;0.00
20/01/2024;26/01/2024;PONTA NEGR;0.00
20/01/2024;26/01/2024;TAMBAQUI;0.00
20/01/2024;26/01/2024;MANAUARA;0.00
20/01/2024;26/01/2024;JARAQUI;0.00
20/01/2024;26/01/2024;APARECIDA;88.60
20/01/2024;26/01/2024;UTE MAUA 3;88.60
20/01/2024;26/01/2024;MARANHAO3;105.87
20/01/2024;26/01/2024;PARNAIB_IV;151.69
20/01/2024;26/01/2024;MARANHAOIV;155.67
20/01/2024;26/01/2024;MARANHAO V;155.67
20/01/2024;26/01/2024;PARNAIBA_V;196.70
20/01/2024;26/01/2024;N.VENECIA2;286.88
20/01/2024;26/01/2024;P. ITAQUI;332.36
20/01/2024;26/01/2024;GERAMAR1;1012.53
20/01/2024;26/01/2024;GERAMAR2;1012.53
20/01/2024;26/01/2024;POTIGUAR_3;0.00
20/01/2024;26/01/2024;POTIGUAR;0.00
20/01/2024;26/01/2024;PETROLINA;0.00
20/01/2024;26/01/2024;ERB CANDEI;108.45
20/01/2024;26/01/2024;PROSPERIDA;204.55
20/01/2024;26/01/2024;PROSP_III;208.41
20/01/2024;26/01/2024;TERMOPE;233.52
20/01/2024;26/01/2024;PROSP_II;306.41
20/01/2024;26/01/2024;PSERGIPE I;325.58
20/01/2024;26/01/2024;P.PECEM1;332.98
20/01/2024;26/01/2024;P.PECEM2;340.01
20/01/2024;26/01/2024;JS_PEREIRA;450.86
20/01/2024;26/01/2024;SYKUE I;510.12
20/01/2024;26/01/2024;TERMOCEARA;567.83
20/01/2024;26/01/2024;C.FURTADO;690.71
20/01/2024;26/01/2024;PERNAMBU_3;869.41
20/01/2024;26/01/2024;MARACANAU;982.67
20/01/2024;26/01/2024;TERMOCABO;1000.23
20/01/2024;26/01/2024;TERMOPB;1005.48
20/01/2024;26/01/2024;TERMONE;1005.48
20/01/2024;26/01/2024;CAMPINA_GR;1012.57
20/01/2024;26/01/2024;SUAPE II;1029.93
20/01/2024;26/01/2024;GLOBAL II;1147.81
20/01/2024;26/01/2024;GLOBAL I;1147.81
20/01/2024;26/01/2024;BAHIA_1;1436.65
20/01/2024;26/01/2024;URUGUAIANA;0.00
20/01/2024;26/01/2024;MADEIRA;0.00
20/01/2024;26/01/2024;PAMPA SUL;86.15
20/01/2024;26/01/2024;CANDIOTA_3;108.24
20/01/2024;26/01/2024;SAO SEPE;108.38
20/01/2024;26/01/2024;J.LACER. C;311.53
20/01/2024;26/01/2024;FIGUEIRA;330.64
20/01/2024;26/01/2024;J.LACER. B;362.67
20/01/2024;26/01/2024;J.LAC. A2;372.62
20/01/2024;26/01/2024;J.LAC. A1;434.59
20/01/2024;26/01/2024;B.BONITA I;742.99
20/01/2024;26/01/2024;S.TIARAJU;1234.63
20/01/2024;26/01/2024;ARAUCARIA;2305.34
20/01/2024;26/01/2024;ATLAN_CSA;0.00
20/01/2024;26/01/2024;DAIA;0.00
20/01/2024;26/01/2024;W.ARJONA O;0.00
20/01/2024;26/01/2024;XAVANTES;0.00
20/01/2024;26/01/2024;CUIABA CC;0.00
20/01/2024;26/01/2024;ANGRA 2;20.12
20/01/2024;26/01/2024;ANGRA 1;31.17
20/01/2024;26/01/2024;NORTEFLU 1;99.47
20/01/2024;26/01/2024;NORTEFLU 2;116.49
20/01/2024;26/01/2024;O.PINTADA;138.91
20/01/2024;26/01/2024;M.AZUL;143.08
20/01/2024;26/01/2024;UTE STA VI;150.06
20/01/2024;26/01/2024;BAIXADA FL;163.68
20/01/2024;26/01/2024;SANTA CRUZ;166.77
20/01/2024;26/01/2024;NORTEFLU 3;222.02
20/01/2024;26/01/2024;ATLANTICO;240.71
20/01/2024;26/01/2024;LUIZORMELO;247.95
20/01/2024;26/01/2024;ST.CRUZ 34;310.41
20/01/2024;26/01/2024;UTE GNA I;313.42
20/01/2024;26/01/2024;TERMORIO;389.17
20/01/2024;26/01/2024;CUBATAO;417.74
20/01/2024;26/01/2024;PIRAT.12 O;470.34
20/01/2024;26/01/2024;NORTEFLU 4;641.91
20/01/2024;26/01/2024;AUR.CHAVES;644.64
20/01/2024;26/01/2024;TRES LAGOA;736.89
20/01/2024;26/01/2024;KARKEY 019;816.51
20/01/2024;26/01/2024;KARKEY 013;816.51
20/01/2024;26/01/2024;FGASPARIAN;842.50
20/01/2024;26/01/2024;SEROPEDICA;898.70
20/01/2024;26/01/2024;M.LAGO;909.05
20/01/2024;26/01/2024;JUIZ DE FO;929.10
20/01/2024;26/01/2024;PORSUD II;946.08
20/01/2024;26/01/2024;PORSUD I;947.36
20/01/2024;26/01/2024;VIANA;1012.55
20/01/2024;26/01/2024;MPPAULINIA;1160.17
20/01/2024;26/01/2024;LORM_PCS;1185.37
20/01/2024;26/01/2024;VIANA I;1185.37
20/01/2024;26/01/2024;POVOACAO I;1185.37
20/01/2024;26/01/2024;W.ARJONA;1413.22
20/01/2024;26/01/2024;PALMEIR_GO;1729.19
20/01/2024;26/01/2024;TNORTE 2;2997.89
27/01/2024;02/02/2024;C. ROCHA;0.00
27/01/2024;02/02/2024;TAMBAQUI;0.00
27/01/2024;02/02/2024;JARAQUI;0.00
27/01/2024;02/02/2024;MANAUARA;0.00
27/01/2024;02/02/2024;PONTA NEGR;0.00
27/01/2024;02/02/2024;APARECIDA;88.60
27/01/2024;02/02/2024;UTE MAUA 3;88.60
27/01/2024;02/02/2024;MARANHAO3;105.87
27/01/2024;02/02/2024;PARNAIB_IV;151.69
27/01/2024;02/02/2024;MARANHAOIV;155.67
27/01/2024;02/02/2024;MARANHAO V;155.67
27/01/2024;02/02/2024;PARNAIBA_V;196.70
27/01/2024;02/02/2024;N.VENECIA2;286.88
27/01/2024;02/02/2024;P. ITAQUI;332.36
27/01/2024;02/02/2024;GERAMAR1;1012.53
27/01/2024;02/02/2024;GERAMAR2;1012.53
27/01/2024;02/02/2024;POTIGUAR_3;0.00
27/01/2024;02/02/2024;POTIGUAR;0.00
27/01/2024;02/02/2024;PETROLINA;0.00
27/01/2024;02/02/2024;ERB CANDEI;108.45
27/01/2024;02/02/2024;PROSPERIDA;204.55
27/01/2024;02/02/2024;PROSP_III;208.41
27/01/2024;02/02/2024;TERMOPE;218.54
27/01/2024;02/02/2024;PROSP_II;306.41
27/01/2024;02/02/2024;PSERGIPE I;325.58
27/01/2024;02/02/2024;P.PECEM1;332.98
27/01/2024;02/02/2024;P.PECEM2;340.01
27/01/2024;02/02/2024;JS_PEREIRA;450.86
27/01/2024;02/02/2024;SYKUE I;510.12
27/01/2024;02/02/2024;TERMOCEARA;560.34
27/01/2024;02/02/2024;C.FURTADO;690.71
27/01/2024;02/02/2024;PERNAMBU_3;869.41
27/01/2024;02/02/2024;MARACANAU;982.67
27/01/2024;02/02/2024;TERMOCABO;1000.23
27/01/2024;02/02/2024;TERMOPB;1005.48
27/01/2024;02/02/2024;TERMONE;1005.48
27/01/2024;02/02/2024;CAMPINA_GR;1012.57
27/01/2024;02/02/2024;SUAPE II;1029.93
27/01/2024;02/02/2024;GLOBAL II;1147.81
27/01/2024;02/02/2024;GLOBAL I;1147.81
27/01/2024;02/02/2024;BAHIA_1;1436.65
27/01/2024;02/02/2024;URUGUAIANA;0.00
27/01/2024;02/02/2024;PAMPA SUL;86.15
27/01/2024;02/02/2024;CANDIOTA_3;108.24
27/01/2024;02/02/2024;SAO SEPE;108.38
27/01/2024;02/02/2024;J.LACER. C;311.53
27/01/2024;02/02/2024;FIGUEIRA;330.64
27/01/2024;02/02/2024;J.LACER. B;362.67
27/01/2024;02/02/2024;J.LAC. A2;372.62
27/01/2024;02/02/2024;J.LAC. A1;434.59
27/01/2024;02/02/2024;B.BONITA I;708.84
27/01/2024;02/02/2024;S.TIARAJU;1234.63
27/01/2024;02/02/2024;ARAUCARIA;2305.34
27/01/2024;02/02/2024;ATLAN_CSA;0.00
27/01/2024;02/02/2024;CUIABA CC;0.00
27/01/2024;02/02/2024;W.ARJONA O;0.00
27/01/2024;02/02/2024;DAIA;0.00
27/01/2024;02/02/2024;XAVANTES;0.00
27/01/2024;02/02/2024;ANGRA 2;20.12
27/01/2024;02/02/2024;ANGRA 1;31.17
27/01/2024;02/02/2024;NORTEFLU 1;99.47
27/01/2024;02/02/2024;NORTEFLU 2;116.49
27/01/2024;02/02/2024;O.PINTADA;138.91
27/01/2024;02/02/2024;M.AZUL;143.08
27/01/2024;02/02/2024;UTE STA VI;150.06
27/01/2024;02/02/2024;BAIXADA FL;163.68
27/01/2024;02/02/2024;SANTA CRUZ;166.77
27/01/2024;02/02/2024;NORTEFLU 3;222.02
27/01/2024;02/02/2024;ATLANTICO;240.71
27/01/2024;02/02/2024;LUIZORMELO;247.95
27/01/2024;02/02/2024;ST.CRUZ 34;310.41
27/01/2024;02/02/2024;UTE GNA I;313.42
27/01/2024;02/02/2024;TERMORIO;404.79
27/01/2024;02/02/2024;CUBATAO;417.74
27/01/2024;02/02/2024;PIRAT.12 O;470.34
27/01/2024;02/02/2024;NORTEFLU 4;641.91
27/01/2024;02/02/2024;AUR.CHAVES;644.64
27/01/2024;02/02/2024;TRES LAGOA;736.89
27/01/2024;02/02/2024;KARKEY 019;816.51
27/01/2024;02/02/2024;KARKEY 013;816.51
