dat_iniciosemana;dat_fimsemana;nom_usina;val_cvu
06/04/2024;12/04/2024;LORM_PCS;850.40
06/04/2024;12/04/2024;VIANA I;850.40
06/04/2024;12/04/2024;POVOACAO I;850.40
06/04/2024;12/04/2024;M.LAGO;929.05
06/04/2024;12/04/2024;VIANA;1050.63
06/04/2024;12/04/2024;W.ARJONA;1413.22
06/04/2024;12/04/2024;PALMEIR_GO;1729.62
06/04/2024;12/04/2024;TNORTE 2;2997.89
13/04/2024;19/04/2024;PONTA NEGR;0.00
13/04/2024;19/04/2024;JARAQUI;0.00
13/04/2024;19/04/2024;MANAUARA;0.00
13/04/2024;19/04/2024;TAMBAQUI;0.00
13/04/2024;19/04/2024;C. ROCHA;0.00
13/04/2024;19/04/2024;UTE MAUA 3;66.12
13/04/2024;19/04/2024;APARECIDA;66.12
13/04/2024;19/04/2024;MARANHAO V;102.27
13/04/2024;19/04/2024;MARANHAOIV;102.27
13/04/2024;19/04/2024;MARANHAO3;105.87
13/04/2024;19/04/2024;PARNAIB_IV;151.69
13/04/2024;19/04/2024;PARNAIBA_V;200.03
13/04/2024;19/04/2024;N.VENECIA2;286.88
13/04/2024;19/04/2024;P. ITAQUI;334.51
13/04/2024;19/04/2024;GERAMAR2;1050.61
13/04/2024;19/04/2024;GERAMAR1;1050.61
13/04/2024;19/04/2024;PETROLINA;0.00
13/04/2024;19/04/2024;POTIGUAR_3;0.00
13/04/2024;19/04/2024;POTIGUAR;0.00
13/04/2024;19/04/2024;ERB CANDEI;108.45
13/04/2024;19/04/2024;PROSPERIDA;204.55
13/04/2024;19/04/2024;PROSP_III;208.41
13/04/2024;19/04/2024;PROSP_II;232.86
13/04/2024;19/04/2024;TERMOPE;233.95
13/04/2024;19/04/2024;P.PECEM1;335.26
13/04/2024;19/04/2024;P.PECEM2;342.16
13/04/2024;19/04/2024;PSERGIPE I;358.26
13/04/2024;19/04/2024;JS_PEREIRA;450.86
13/04/2024;19/04/2024;TERMOCEARA;560.97
13/04/2024;19/04/2024;C.FURTADO;598.05
13/04/2024;19/04/2024;PERNAMBU_3;903.24
13/04/2024;19/04/2024;MARACANAU;1020.32
13/04/2024;19/04/2024;TERMOCABO;1037.81
13/04/2024;19/04/2024;TERMONE;1042.78
13/04/2024;19/04/2024;TERMOPB;1042.78
13/04/2024;19/04/2024;CAMPINA_GR;1050.65
13/04/2024;19/04/2024;SUAPE II;1070.34
13/04/2024;19/04/2024;GLOBAL II;1190.79
13/04/2024;19/04/2024;GLOBAL I;1190.79
13/04/2024;19/04/2024;PAMPA SUL;86.15
13/04/2024;19/04/2024;SAO SEPE;108.38
13/04/2024;19/04/2024;CANDIOTA_3;108.94
13/04/2024;19/04/2024;J.LACER. C;325.27
13/04/2024;19/04/2024;FIGUEIRA;330.64
13/04/2024;19/04/2024;J.LACER. B;378.90
13/04/2024;19/04/2024;J.LAC. A2;387.75
13/04/2024;19/04/2024;J.LAC. A1;453.14
13/04/2024;19/04/2024;B.BONITA I;742.99
13/04/2024;19/04/2024;URUGUAIANA;1182.86
13/04/2024;19/04/2024;S.TIARAJU;1197.84
13/04/2024;19/04/2024;ARAUCARIA;2305.34
13/04/2024;19/04/2024;ATLAN_CSA;0.00
13/04/2024;19/04/2024;DAIA;0.00
13/04/2024;19/04/2024;CUIABA CC;0.00
13/04/2024;19/04/2024;XAVANTES;0.00
13/04/2024;19/04/2024;W.ARJONA O;0.00
13/04/2024;19/04/2024;ANGRA 2;20.12
13/04/2024;19/04/2024;ANGRA 1;31.17
13/04/2024;19/04/2024;NORTEFLU 1;101.32
13/04/2024;19/04/2024;BAIXADA FL;104.98
13/04/2024;19/04/2024;SANTA CRUZ;107.56
13/04/2024;19/04/2024;NORTEFLU 2;118.10
13/04/2024;19/04/2024;O.PINTADA;138.91
13/04/2024;19/04/2024;UTE STA VI;150.06
13/04/2024;19/04/2024;LUIZORMELO;153.55
13/04/2024;19/04/2024;M.AZUL;159.65
13/04/2024;19/04/2024;UTE GNA I;194.95
13/04/2024;19/04/2024;NORTEFLU 3;225.93
13/04/2024;19/04/2024;ATLANTICO;242.67
13/04/2024;19/04/2024;ST.CRUZ 34;310.41
13/04/2024;19/04/2024;TERMORIO;405.24
13/04/2024;19/04/2024;CUBATAO;420.45
13/04/2024;19/04/2024;PIRAT.12 O;470.34
13/04/2024;19/04/2024;AUR.CHAVES;538.94
13/04/2024;19/04/2024;KARKEY 013;598.50
13/04/2024;19/04/2024;KARKEY 019;598.50
13/04/2024;19/04/2024;TRES LAGOA;608.05
13/04/2024;19/04/2024;NORTEFLU 4;689.30
13/04/2024;19/04/2024;PORSUD I;708.72
13/04/2024;19/04/2024;PORSUD II;710.74
13/04/2024;19/04/2024;FGASPARIAN;720.64
13/04/2024;19/04/2024;SEROPEDICA;748.13
13/04/2024;19/04/2024;JUIZ DE FO;781.88
13/04/2024;19/04/2024;MPPAULINIA;846.36
13/04/2024;19/04/2024;POVOACAO I;850.40
13/04/2024;19/04/2024;VIANA I;850.40
13/04/2024;19/04/2024;LORM_PCS;850.40
13/04/2024;19/04/2024;M.LAGO;929.05
13/04/2024;19/04/2024;VIANA;1050.63
13/04/2024;19/04/2024;W.ARJONA;1413.22
13/04/2024;19/04/2024;PALMEIR_GO;1729.62
13/04/2024;19/04/2024;TNORTE 2;2997.89
20/04/2024;26/04/2024;MANAUARA;0.00
20/04/2024;26/04/2024;TAMBAQUI;0.00
20/04/2024;26/04/2024;C. ROCHA;0.00
20/04/2024;26/04/2024;JARAQUI;0.00
20/04/2024;26/04/2024;PONTA NEGR;0.00
20/04/2024;26/04/2024;UTE MAUA 3;66.12
20/04/2024;26/04/2024;APARECIDA;66.12
20/04/2024;26/04/2024;MARANHAO V;102.27
20/04/2024;26/04/2024;MARANHAOIV;102.27
20/04/2024;26/04/2024;MARANHAO3;105.87
20/04/2024;26/04/2024;PARNAIB_IV;151.69
20/04/2024;26/04/2024;PARNAIBA_V;200.03
20/04/2024;26/04/2024;N.VENECIA2;286.88
20/04/2024;26/04/2024;P. ITAQUI;334.51
20/04/2024;26/04/2024;GERAMAR1;1050.61
20/04/2024;26/04/2024;GERAMAR2;1050.61
20/04/2024;26/04/2024;POTIGUAR_3;0.00
20/04/2024;26/04/2024;POTIGUAR;0.00
20/04/2024;26/04/2024;PETROLINA;0.00
20/04/2024;26/04/2024;ERB CANDEI;108.45
20/04/2024;26/04/2024;PROSPERIDA;204.55
20/04/2024;26/04/2024;PROSP_III;208.41
20/04/2024;26/04/2024;PROSP_II;232.86
20/04/2024;26/04/2024;TERMOPE;233.95
20/04/2024;26/04/2024;P.PECEM1;335.26
20/04/2024;26/04/2024;P.PECEM2;342.16
20/04/2024;26/04/2024;PSERGIPE I;358.26
20/04/2024;26/04/2024;JS_PEREIRA;450.86
20/04/2024;26/04/2024;TERMOCEARA;560.97
20/04/2024;26/04/2024;C.FURTADO;598.05
20/04/2024;26/04/2024;PERNAMBU_3;903.24
20/04/2024;26/04/2024;MARACANAU;1020.32
20/04/2024;26/04/2024;TERMOCABO;1037.81
20/04/2024;26/04/2024;TERMOPB;1042.78
20/04/2024;26/04/2024;TERMONE;1042.78
20/04/2024;26/04/2024;CAMPINA_GR;1050.65
20/04/2024;26/04/2024;SUAPE II;1070.34
20/04/2024;26/04/2024;GLOBAL II;1190.79
20/04/2024;26/04/2024;GLOBAL I;1190.79
20/04/2024;26/04/2024;PAMPA SUL;86.15
20/04/2024;26/04/2024;SAO SEPE;108.38
20/04/2024;26/04/2024;CANDIOTA_3;108.94
20/04/2024;26/04/2024;J.LACER. C;325.27
20/04/2024;26/04/2024;FIGUEIRA;330.64
20/04/2024;26/04/2024;J.LACER. B;378.90
20/04/2024;26/04/2024;J.LAC. A2;387.75
20/04/2024;26/04/2024;J.LAC. A1;453.14
20/04/2024;26/04/2024;B.BONITA I;742.99
20/04/2024;26/04/2024;URUGUAIANA;1182.86
20/04/2024;26/04/2024;S.TIARAJU;1197.84
20/04/2024;26/04/2024;ARAUCARIA;2305.34
20/04/2024;26/04/2024;ATLAN_CSA;0.00
20/04/2024;26/04/2024;DAIA;0.00
20/04/2024;26/04/2024;CUIABA CC;0.00
20/04/2024;26/04/2024;W.ARJONA O;0.00
20/04/2024;26/04/2024;XAVANTES;0.00
20/04/2024;26/04/2024;ANGRA 2;20.12
20/04/2024;26/04/2024;ANGRA 1;31.17
20/04/2024;26/04/2024;NORTEFLU 1;101.32
20/04/2024;26/04/2024;BAIXADA FL;104.98
20/04/2024;26/04/2024;SANTA CRUZ;107.56
20/04/2024;26/04/2024;NORTEFLU 2;118.10
20/04/2024;26/04/2024;O.PINTADA;138.91
20/04/2024;26/04/2024;UTE STA VI;150.06
20/04/2024;26/04/2024;LUIZORMELO;153.55
20/04/2024;26/04/2024;M.AZUL;159.65
20/04/2024;26/04/2024;UTE GNA I;194.95
20/04/2024;26/04/2024;NORTEFLU 3;225.93
20/04/2024;26/04/2024;ATLANTICO;242.67
20/04/2024;26/04/2024;ST.CRUZ 34;310.41
20/04/2024;26/04/2024;TERMORIO;405.24
20/04/2024;26/04/2024;CUBATAO;420.45
20/04/2024;26/04/2024;PIRAT.12 O;470.34
20/04/2024;26/04/2024;AUR.CHAVES;538.94
20/04/2024;26/04/2024;KARKEY 013;598.50
20/04/2024;26/04/2024;KARKEY 019;598.50
20/04/2024;26/04/2024;TRES LAGOA;608.05
20/04/2024;26/04/2024;NORTEFLU 4;689.30
20/04/2024;26/04/2024;PORSUD I;708.72
20/04/2024;26/04/2024;PORSUD II;710.74
20/04/2024;26/04/2024;FGASPARIAN;720.64
20/04/2024;26/04/2024;SEROPEDICA;748.13
20/04/2024;26/04/2024;JUIZ DE FO;781.88
20/04/2024;26/04/2024;MPPAULINIA;846.36
20/04/2024;26/04/2024;POVOACAO I;850.40
20/04/2024;26/04/2024;VIANA I;850.40
20/04/2024;26/04/2024;LORM_PCS;850.40
20/04/2024;26/04/2024;M.LAGO;929.05
20/04/2024;26/04/2024;VIANA;1050.63
20/04/2024;26/04/2024;W.ARJONA;1413.22
20/04/2024;26/04/2024;PALMEIR_GO;1729.62
20/04/2024;26/04/2024;TNORTE 2;2997.89
27/04/2024;03/05/2024;C. ROCHA;0.00
27/04/2024;03/05/2024;PONTA NEGR;0.00
27/04/2024;03/05/2024;JARAQUI;0.00
27/04/2024;03/05/2024;MANAUARA;0.00
27/04/2024;03/05/2024;TAMBAQUI;0.00
27/04/2024;03/05/2024;UTE MAUA 3;66.12
27/04/2024;03/05/2024;APARECIDA;66.12
27/04/2024;03/05/2024;MARANHAOIV;102.27
27/04/2024;03/05/2024;MARANHAO V;102.27
27/04/2024;03/05/2024;MARANHAO3;105.87
27/04/2024;03/05/2024;PARNAIB_IV;151.69
27/04/2024;03/05/2024;PARNAIBA_V;200.03
27/04/2024;03/05/2024;N.VENECIA2;286.88
27/04/2024;03/05/2024;P. ITAQUI;334.51
27/04/2024;03/05/2024;GERAMAR1;1050.61
27/04/2024;03/05/2024;GERAMAR2;1050.61
27/04/2024;03/05/2024;POTIGUAR_3;0.00
27/04/2024;03/05/2024;PETROLINA;0.00
27/04/2024;03/05/2024;POTIGUAR;0.00
27/04/2024;03/05/2024;ERB CANDEI;108.45
27/04/2024;03/05/2024;PROSPERIDA;204.55
27/04/2024;03/05/2024;PROSP_III;208.41
27/04/2024;03/05/2024;PROSP_II;232.86
27/04/2024;03/05/2024;TERMOPE;234.10
27/04/2024;03/05/2024;P.PECEM1;335.26
27/04/2024;03/05/2024;P.PECEM2;342.16
27/04/2024;03/05/2024;PSERGIPE I;358.26
27/04/2024;03/05/2024;C.FURTADO;425.98
27/04/2024;03/05/2024;JS_PEREIRA;450.86
27/04/2024;03/05/2024;TERMOCEARA;561.62
27/04/2024;03/05/2024;PERNAMBU_3;903.24
27/04/2024;03/05/2024;MARACANAU;1020.32
27/04/2024;03/05/2024;TERMOCABO;1037.81
27/04/2024;03/05/2024;TERMOPB;1042.78
27/04/2024;03/05/2024;TERMONE;1042.78
27/04/2024;03/05/2024;CAMPINA_GR;1050.65
27/04/2024;03/05/2024;SUAPE II;1070.34
27/04/2024;03/05/2024;GLOBAL II;1190.79
27/04/2024;03/05/2024;GLOBAL I;1190.79
27/04/2024;03/05/2024;PAMPA SUL;86.15
27/04/2024;03/05/2024;SAO SEPE;108.38
27/04/2024;03/05/2024;CANDIOTA_3;109.66
27/04/2024;03/05/2024;J.LACER. C;325.27
27/04/2024;03/05/2024;FIGUEIRA;330.64
27/04/2024;03/05/2024;J.LACER. B;378.90
27/04/2024;03/05/2024;J.LAC. A2;387.75
27/04/2024;03/05/2024;J.LAC. A1;453.14
27/04/2024;03/05/2024;B.BONITA I;742.99
27/04/2024;03/05/2024;S.TIARAJU;1111.14
27/04/2024;03/05/2024;URUGUAIANA;1182.86
27/04/2024;03/05/2024;ARAUCARIA;2305.34
27/04/2024;03/05/2024;ATLAN_CSA;0.00
27/04/2024;03/05/2024;DAIA;0.00
27/04/2024;03/05/2024;CUIABA CC;0.00
27/04/2024;03/05/2024;W.ARJONA O;0.00
27/04/2024;03/05/2024;XAVANTES;0.00
27/04/2024;03/05/2024;ANGRA 2;20.12
27/04/2024;03/05/2024;ANGRA 1;31.17
27/04/2024;03/05/2024;NORTEFLU 1;101.72
27/04/2024;03/05/2024;BAIXADA FL;104.98
27/04/2024;03/05/2024;SANTA CRUZ;107.56
27/04/2024;03/05/2024;NORTEFLU 2;118.14
27/04/2024;03/05/2024;O.PINTADA;138.91
27/04/2024;03/05/2024;UTE STA VI;150.06
27/04/2024;03/05/2024;LUIZORMELO;153.55
27/04/2024;03/05/2024;M.AZUL;159.65
27/04/2024;03/05/2024;UTE GNA I;194.95
27/04/2024;03/05/2024;NORTEFLU 3;226.18
27/04/2024;03/05/2024;ATLANTICO;244.51
27/04/2024;03/05/2024;ST.CRUZ 34;310.41
27/04/2024;03/05/2024;TERMORIO;405.69
27/04/2024;03/05/2024;CUBATAO;423.20
27/04/2024;03/05/2024;PIRAT.12 O;470.34
27/04/2024;03/05/2024;AUR.CHAVES;473.63
27/04/2024;03/05/2024;TRES LAGOA;574.68
27/04/2024;03/05/2024;KARKEY 019;598.50
27/04/2024;03/05/2024;KARKEY 013;598.50
27/04/2024;03/05/2024;JUIZ DE FO;667.34
27/04/2024;03/05/2024;NORTEFLU 4;701.66
27/04/2024;03/05/2024;PORSUD I;708.72
27/04/2024;03/05/2024;PORSUD II;710.74
27/04/2024;03/05/2024;SEROPEDICA;723.55
27/04/2024;03/05/2024;FGASPARIAN;753.46
27/04/2024;03/05/2024;MPPAULINIA;846.36
27/04/2024;03/05/2024;VIANA I;850.40
27/04/2024;03/05/2024;LORM_PCS;850.40
27/04/2024;03/05/2024;POVOACAO I;850.40
27/04/2024;03/05/2024;M.LAGO;929.71
27/04/2024;03/05/2024;VIANA;1050.63
27/04/2024;03/05/2024;W.ARJONA;1413.22
27/04/2024;03/05/2024;PALMEIR_GO;1730.02
27/04/2024;03/05/2024;TNORTE 2;2997.89
04/05/2024;10/05/2024;JARAQUI;0.00
04/05/2024;10/05/2024;PONTA NEGR;0.00
04/05/2024;10/05/2024;TAMBAQUI;0.00
04/05/2024;10/05/2024;MANAUARA;0.00
04/05/2024;10/05/2024;C. ROCHA;0.00
04/05/2024;10/05/2024;APARECIDA;66.12
04/05/2024;10/05/2024;UTE MAUA 3;66.12
04/05/2024;10/05/2024;MARANHAO V;102.27
04/05/2024;10/05/2024;MARANHAOIV;102.27
04/05/2024;10/05/2024;MARANHAO3;105.87
04/05/2024;10/05/2024;PARNAIB_IV;151.69
04/05/2024;10/05/2024;PARNAIBA_V;200.03
04/05/2024;10/05/2024;N.VENECIA2;286.88
04/05/2024;10/05/2024;P. ITAQUI;334.51
04/05/2024;10/05/2024;GERAMAR2;1050.61
04/05/2024;10/05/2024;GERAMAR1;1050.61
04/05/2024;10/05/2024;PETROLINA;0.00
04/05/2024;10/05/2024;POTIGUAR;0.00
04/05/2024;10/05/2024;POTIGUAR_3;0.00
04/05/2024;10/05/2024;ERB CANDEI;108.45
04/05/2024;10/05/2024;PROSPERIDA;204.55
04/05/2024;10/05/2024;PROSP_III;208.41
04/05/2024;10/05/2024;PROSP_II;232.86
04/05/2024;10/05/2024;TERMOPE;234.10
04/05/2024;10/05/2024;P.PECEM1;335.26
04/05/2024;10/05/2024;P.PECEM2;342.16
04/05/2024;10/05/2024;PSERGIPE I;358.26
04/05/2024;10/05/2024;C.FURTADO;425.98
04/05/2024;10/05/2024;JS_PEREIRA;450.86
04/05/2024;10/05/2024;TERMOCEARA;561.62
04/05/2024;10/05/2024;PERNAMBU_3;903.24
04/05/2024;10/05/2024;MARACANAU;1020.32
04/05/2024;10/05/2024;TERMOCABO;1037.81
04/05/2024;10/05/2024;TERMOPB;1042.78
04/05/2024;10/05/2024;TERMONE;1042.78
04/05/2024;10/05/2024;CAMPINA_GR;1050.65
04/05/2024;10/05/2024;SUAPE II;1070.34
04/05/2024;10/05/2024;GLOBAL II;1190.79
04/05/2024;10/05/2024;GLOBAL I;1190.79
04/05/2024;10/05/2024;ARAUCARIA;0.00
04/05/2024;10/05/2024;URUGUAIANA;0.00
04/05/2024;10/05/2024;PAMPA SUL;86.15
04/05/2024;10/05/2024;SAO SEPE;108.38
04/05/2024;10/05/2024;CANDIOTA_3;109.66
04/05/2024;10/05/2024;J.LACER. C;325.27
04/05/2024;10/05/2024;FIGUEIRA;330.64
04/05/2024;10/05/2024;J.LACER. B;378.90
04/05/2024;10/05/2024;J.LAC. A2;387.75
04/05/2024;10/05/2024;J.LAC. A1;453.14
04/05/2024;10/05/2024;B.BONITA I;742.99
04/05/2024;10/05/2024;S.TIARAJU;1111.14
04/05/2024;10/05/2024;W.ARJONA O;0.00
04/05/2024;10/05/2024;W.ARJONA;0.00
04/05/2024;10/05/2024;XAVANTES;0.00
04/05/2024;10/05/2024;CUIABA CC;0.00
04/05/2024;10/05/2024;ATLAN_CSA;0.00
04/05/2024;10/05/2024;TNORTE 2;0.00
04/05/2024;10/05/2024;DAIA;0.00
04/05/2024;10/05/2024;ANGRA 2;20.12
04/05/2024;10/05/2024;ANGRA 1;31.17
04/05/2024;10/05/2024;NORTEFLU 1;101.72
04/05/2024;10/05/2024;BAIXADA FL;104.98
04/05/2024;10/05/2024;SANTA CRUZ;107.56
04/05/2024;10/05/2024;NORTEFLU 2;118.14
04/05/2024;10/05/2024;O.PINTADA;138.91
04/05/2024;10/05/2024;UTE STA VI;150.06
04/05/2024;10/05/2024;LUIZORMELO;153.55
04/05/2024;10/05/2024;M.AZUL;159.65
04/05/2024;10/05/2024;UTE GNA I;194.95
04/05/2024;10/05/2024;NORTEFLU 3;226.18
04/05/2024;10/05/2024;ATLANTICO;244.51
04/05/2024;10/05/2024;ST.CRUZ 34;310.41
04/05/2024;10/05/2024;TERMORIO;405.69
04/05/2024;10/05/2024;CUBATAO;423.20
04/05/2024;10/05/2024;PIRAT.12 O;470.34
04/05/2024;10/05/2024;AUR.CHAVES;473.63
04/05/2024;10/05/2024;TRES LAGOA;574.68
04/05/2024;10/05/2024;KARKEY 013;598.50
04/05/2024;10/05/2024;KARKEY 019;598.50
04/05/2024;10/05/2024;JUIZ DE FO;667.34
04/05/2024;10/05/2024;NORTEFLU 4;701.66
04/05/2024;10/05/2024;PORSUD I;708.72
04/05/2024;10/05/2024;PORSUD II;710.74
04/05/2024;10/05/2024;SEROPEDICA;723.55
04/05/2024;10/05/2024;FGASPARIAN;753.46
04/05/2024;10/05/2024;MPPAULINIA;846.36
04/05/2024;10/05/2024;POVOACAO I;850.40
04/05/2024;10/05/2024;VIANA I;850.40
04/05/2024;10/05/2024;LORM_PCS;850.40
04/05/2024;10/05/2024;M.LAGO;929.71
04/05/2024;10/05/2024;VIANA;1050.63
04/05/2024;10/05/2024;PALMEIR_GO;1730.02
11/05/2024;17/05/2024;JARAQUI;0.00
11/05/2024;17/05/2024;TAMBAQUI;0.00
11/05/2024;17/05/2024;PONTA NEGR;0.00
11/05/2024;17/05/2024;MANAUARA;0.00
11/05/2024;17/05/2024;C. ROCHA;0.00
11/05/2024;17/05/2024;UTE MAUA 3;68.08
11/05/2024;17/05/2024;APARECIDA;68.08
11/05/2024;17/05/2024;MARANHAO3;105.87
11/05/2024;17/05/2024;MARANHAOIV;106.93
11/05/2024;17/05/2024;MARANHAO V;106.93
11/05/2024;17/05/2024;PARNAIB_IV;151.69
11/05/2024;17/05/2024;PARNAIBA_V;206.01
11/05/2024;17/05/2024;N.VENECIA2;286.88
11/05/2024;17/05/2024;P. ITAQUI;348.20
11/05/2024;17/05/2024;GERAMAR1;1125.46
11/05/2024;17/05/2024;GERAMAR2;1125.46
11/05/2024;17/05/2024;POTIGUAR;0.00
11/05/2024;17/05/2024;POTIGUAR_3;0.00
11/05/2024;17/05/2024;PETROLINA;0.00
11/05/2024;17/05/2024;ERB CANDEI;108.45
11/05/2024;17/05/2024;PROSPERIDA;204.55
11/05/2024;17/05/2024;PROSP_III;208.41
11/05/2024;17/05/2024;TERMOPE;234.10
11/05/2024;17/05/2024;PROSP_II;257.78
11/05/2024;17/05/2024;P.PECEM1;349.80
11/05/2024;17/05/2024;P.PECEM2;355.93
11/05/2024;17/05/2024;PSERGIPE I;385.38
11/05/2024;17/05/2024;JS_PEREIRA;450.86
11/05/2024;17/05/2024;C.FURTADO;460.16
11/05/2024;17/05/2024;TERMOCEARA;561.62
11/05/2024;17/05/2024;PERNAMBU_3;969.73
11/05/2024;17/05/2024;MARACANAU;1094.33
11/05/2024;17/05/2024;TERMOCABO;1111.70
11/05/2024;17/05/2024;TERMOPB;1116.11
11/05/2024;17/05/2024;TERMONE;1116.11
11/05/2024;17/05/2024;CAMPINA_GR;1125.50
11/05/2024;17/05/2024;SUAPE II;1149.78
11/05/2024;17/05/2024;GLOBAL II;1275.29
11/05/2024;17/05/2024;GLOBAL I;1275.29
11/05/2024;17/05/2024;URUGUAIANA;0.00
11/05/2024;17/05/2024;ARAUCARIA;0.00
11/05/2024;17/05/2024;PAMPA SUL;86.15
11/05/2024;17/05/2024;SAO SEPE;108.38
11/05/2024;17/05/2024;CANDIOTA_3;109.66
11/05/2024;17/05/2024;J.LACER. C;325.27
11/05/2024;17/05/2024;FIGUEIRA;330.64
11/05/2024;17/05/2024;J.LACER. B;378.90
11/05/2024;17/05/2024;J.LAC. A2;387.75
11/05/2024;17/05/2024;J.LAC. A1;453.14
11/05/2024;17/05/2024;B.BONITA I;742.99
11/05/2024;17/05/2024;S.TIARAJU;1115.39
11/05/2024;17/05/2024;W.ARJONA;0.00
11/05/2024;17/05/2024;W.ARJONA O;0.00
11/05/2024;17/05/2024;XAVANTES;0.00
11/05/2024;17/05/2024;CUIABA CC;0.00
11/05/2024;17/05/2024;ATLAN_CSA;0.00
11/05/2024;17/05/2024;DAIA;0.00
11/05/2024;17/05/2024;TNORTE 2;0.00
11/05/2024;17/05/2024;ANGRA 2;20.12
11/05/2024;17/05/2024;ANGRA 1;31.17
11/05/2024;17/05/2024;NORTEFLU 1;101.72
11/05/2024;17/05/2024;BAIXADA FL;110.10
11/05/2024;17/05/2024;SANTA CRUZ;112.73
11/05/2024;17/05/2024;NORTEFLU 2;118.14
11/05/2024;17/05/2024;O.PINTADA;138.91
11/05/2024;17/05/2024;UTE STA VI;150.06
11/05/2024;17/05/2024;LUIZORMELO;161.79
11/05/2024;17/05/2024;M.AZUL;173.40
11/05/2024;17/05/2024;UTE GNA I;205.29
11/05/2024;17/05/2024;NORTEFLU 3;226.18
11/05/2024;17/05/2024;ATLANTICO;244.51
11/05/2024;17/05/2024;ST.CRUZ 34;310.41
11/05/2024;17/05/2024;TERMORIO;405.69
11/05/2024;17/05/2024;CUBATAO;423.20
11/05/2024;17/05/2024;PIRAT.12 O;470.34
11/05/2024;17/05/2024;AUR.CHAVES;512.62
11/05/2024;17/05/2024;TRES LAGOA;622.21
11/05/2024;17/05/2024;KARKEY 013;672.37
11/05/2024;17/05/2024;KARKEY 019;672.37
11/05/2024;17/05/2024;NORTEFLU 4;701.66
11/05/2024;17/05/2024;JUIZ DE FO;721.64
11/05/2024;17/05/2024;SEROPEDICA;779.09
11/05/2024;17/05/2024;PORSUD I;793.09
11/05/2024;17/05/2024;PORSUD II;794.34
11/05/2024;17/05/2024;FGASPARIAN;818.29
11/05/2024;17/05/2024;M.LAGO;929.71
11/05/2024;17/05/2024;MPPAULINIA;954.39
11/05/2024;17/05/2024;POVOACAO I;963.90
11/05/2024;17/05/2024;VIANA I;963.90
11/05/2024;17/05/2024;LORM_PCS;963.90
11/05/2024;17/05/2024;VIANA;1125.48
11/05/2024;17/05/2024;PALMEIR_GO;1730.02
